content,created_at,author,reference,embeds,mentions,id,attachments
"Yeah, I know where you are coming from. The product's functionality fits my needs very closely but it's a worry to me to not have control of my own data. And that may turn out to override everything else.",2022-08-23 08:31:04.575000+00:00,my216,<MessageReference message_id=1011547890721759334 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],1011553149439455262,[]
"Also <@701362327462739998> , I'm not trying to convince you that database is always better than file system, nor am I trying to convince you that Heptabase is better than other apps on all aspects (e.g., Kosmik), and I believe as a user, you should try all the options in the market and find one that fits best to your purpose.

Different apps have different purposes, and our goal is not only to create the best tool for comprehending knowledge but also eventually augment human collective intelligence by helping our users work together on top of a contextualized knowledge web, which makes everything mentioned above (multiplayer/syncing/performance/permission model/...) important to us, and lead to our choice of using the database instead of the file system.",2022-08-23 08:10:10.799000+00:00,Alan Chan,,[],[<User id=701362327462739998 name='my216' discriminator='4896' bot=False>],1011547890721759334,[]
"Of course it would be possible to provide a solution to enable reliable sync locally. It doesn't have to be in the cloud. But probably not something for you at the moment, if ever.",2022-08-23 08:04:17.446000+00:00,my216,,[],[],1011546408651870279,[]
"Yeah, I know,  you would have to be very careful in that scenario or even just with two devices.",2022-08-23 07:57:36.713000+00:00,my216,<MessageReference message_id=1011543790470828063 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],1011544727855824907,[]
"> they still live on a file system which can be synced

It's not that simple. Imagine you're using Heptabase offline in five devices. Then you try to sync data across these five devices, there will be sync conflicts, and something like iCloud won't know how to resolve these conflicts (the best it can do is to choose the latest-edited one and then you'll lose data from other devices). Database implementation allows you to perform special sync algorithm to resolve conflicts.",2022-08-23 07:53:53.223000+00:00,Alan Chan,<MessageReference message_id=1011542898183000134 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=701362327462739998 name='my216' discriminator='4896' bot=False>],1011543790470828063,[]
"Quite familiar with databases and I don't have a problem with that.
But they still live on a file system which can be synced. You have to be careful obviously, but a single user should be able to manage that to ensure only one computer is used at a time and that sync is completed before opening the app on another.",2022-08-23 07:50:20.485000+00:00,my216,,[],[],1011542898183000134,[]
"Also, database is not ""hidden."" You can still see it if you open your developer tool. It's just that you can't see it through folders.",2022-08-23 07:48:38.901000+00:00,Alan Chan,,[],[],1011542472108806216,[]
"In short, based on our research, if you eventually want your app to support realtime sync + multiplayer editing + offline editing in multiple devices (and auto resolve editing conflict) + good performance in larger scale + complex permission model (share certain data to certain people), database is definitely a better choice. I don't think any app that use file system to store data can do that.",2022-08-23 07:46:53.669000+00:00,Alan Chan,,[],[],1011542030733811713,[]
"I'm not sure how much you understand database, but here's a good reference that shows the difference between database and file system:
https://www.interviewbit.com/blog/file-system-vs-dbms/

> **Q1.** Is a database better than a file system?
> 
> **Ans.** Both database management systems and file systems have their own advantages and disadvantages as mentioned above. While a database management system offers reduced redundancy, reduced inconsistency, and improved query processing, it is much costlier than a file system. Also, it is much more complex. Hence, it depends on the requirements as to which would be a better choice to go ahead with. For a small-scale business, a file system would be the better option whereas, for a big-scale business, a database management system would be much better.",2022-08-23 07:43:20.311000+00:00,Alan Chan,<MessageReference message_id=1011539259662028861 channel_id=856016076311101470 guild_id=812292969183969301>,[<discord.embeds.Embed object at 0x28f955e50>],[<User id=701362327462739998 name='my216' discriminator='4896' bot=False>],1011541135845494834,[]
In the US,2022-08-23 07:37:47.946000+00:00,Alan Chan,<MessageReference message_id=1011539704497328190 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=701362327462739998 name='my216' discriminator='4896' bot=False>],1011539741805645894,[]
"By the way, where is data stored for the sync feature. Which country?",2022-08-23 07:37:39.051000+00:00,my216,<MessageReference message_id=1011537633341612072 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],1011539704497328190,[]
Why does the database have to be hidden? This does concern me  and I'll have to have a rethink if I can't do the sync myself. Other projects like Kosmik become more attractive.,2022-08-23 07:35:52.994000+00:00,my216,<MessageReference message_id=1011537633341612072 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],1011539259662028861,[]
"I think in the future (perhaps by the end of the year) we might ship the ""workspace"" feature, which will allow you to have multiple workspaces, and you can decide whether you want to activate cloud sync to each workspace. Will that works for you?",2022-08-23 07:30:56.681000+00:00,Alan Chan,<MessageReference message_id=1011489588780486736 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=388379425554825216 name='enozero' discriminator='1316' bot=False>],1011538016835219456,[]
"It's definitely possible to just stay local if you don't activate sync, but using Synology NAS / Cloud Drive will not work because Hepta doesn't read data from local folder. We read from a local database instead (which is hidden from the user).",2022-08-23 07:29:25.249000+00:00,Alan Chan,<MessageReference message_id=1011536356570308638 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=701362327462739998 name='my216' discriminator='4896' bot=False>],1011537633341612072,[]
"Can't you stay local and do the sync yourself, e.g. using a Synology NAS and cloud drive.",2022-08-23 07:24:20.843000+00:00,my216,<MessageReference message_id=1011489588780486736 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=388379425554825216 name='enozero' discriminator='1316' bot=False>],1011536356570308638,[]
That's a shame and understandable. This will limit me and may cause me to cancel the subscription. Totally understandable if this where the company and product is going. May just not work well for my use cases.,2022-08-23 04:18:30.533000+00:00,enozero,<MessageReference message_id=1011487832461803600 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],1011489588780486736,[]
Yes.,2022-08-23 04:11:31.794000+00:00,Alan Chan,<MessageReference message_id=1011486043247218808 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=388379425554825216 name='enozero' discriminator='1316' bot=False>],1011487832461803600,[]
"As I'm starting to use Hepta for some projects (personal and professional), it would be great to use Hepta truly in an offline mode without the need for Cloud Sync. Right now, I have to have Cloud Sync enabled across all my devices. For my work on a specific machine, I would want this to stay local and offline so that I can keep confidential information there and not up on the cloud. For my personal projects, I can use my personal computer, and even use that for cloud sync. I suppose the workaround is to buy two separate yearly licenses for this scenario?",2022-08-23 04:04:25.212000+00:00,enozero,,[],[],1011486043247218808,[]
Click zoom,2022-08-22 23:24:20.266000+00:00,Alan Chan,<MessageReference message_id=None channel_id=1011350328962195566 guild_id=812292969183969301>,[],[],1011415558194987034,[]
"Inside a whiteboard, if I want to backlink a new card, it would be nice to have the card created and added to the current whiteboard. It could default to only creating unless specified using a key combination",2022-08-22 22:28:01.702000+00:00,sundar,,[],[],1011401387470499861,[]
When in a whiteboard I would like an easy way to centre on the active card and zoom in towards it. This would avoid having to right click drag to centre on the note and then ctrl with mouse scroll to zoom in. That gets quite tiring after a while.,2022-08-22 19:05:08.405000+00:00,my216,,[],[],1011350328962195566,[]
We do have plan for that!,2022-08-22 11:07:32.749000+00:00,Alan Chan,<MessageReference message_id=1011213278103486495 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=412369681186422784 name='sundar' discriminator='1055' bot=False>],1011230138429603840,[]
"Now that we have calendar date based journal, could we have third party calendar sync so the events of the day can be viewed within the journal. This can also be extended to one-click creating an event card with event details.",2022-08-22 10:00:32.934000+00:00,sundar,,[],[],1011213278103486495,[]
"Feature Request: **About Move to Whiteboard**
As is :
Ctrl + M = Remove from current whiteboard and move to another whiteboard
Pain point :
When I'm browsing Whiteboard-A , I want to duplicate and sync a card to Whiteboard-B, without breaking the current card layout and connection in Whiteboard-A. 
But Ctrl + M will remove that card from Whiteboard-A, so I can't use that function. 
Instead, I have to take many additional steps to complete the action stated above.
Whiteboard-A = a structured domain knowledge.
Whiteboard-B = a new project which requires multiple cards from different whiteboard.
-
Suggestion:
Add another function called ""Duplicate to"" (Ctrl + Shift + M)
Ctrl + M = Remove from current whiteboard and move to another whiteboard
**Ctrl + Shift + M** = Keep card in current whiteboard, duplicate and sync the card to another whiteboard",2022-08-21 14:27:21.001000+00:00,瓦基,,[],[],1010918032937320479,[<Attachment id=1010918032173965405 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/1010918032173965405/unknown.png'>]
Hi Heptabase team,2022-08-20 07:07:07.743000+00:00,Alan Chan,<MessageReference message_id=None channel_id=1010367498572533820 guild_id=812292969183969301>,[],[],1010444859838042178,[]
